id,name,meta_description,headline_description,tags,short_description
bb96e726-d384-4ed6-96cf-78c366d68ffd,Naruto Uzumaki Hand Tufted Rug,"Buy Naruto Uzumaki Anime Custom Handmade Rug – featuring the iconic spiral Uzumaki clan symbol. A fusion of anime storytelling and luxurious craftsmanship, perfect for fans and bold home décor.",Transform your living space with the Naruto Rug.,Made in India|Handmade|Rugs,naruto rug rugs anime justrugs Uzumaki
91fa622a-75a9-4c31-b1db-4bc06ca5eefb,Michigan Black Calf Chisel Toe Wingtip Derby Shoe,"Buy Michigan Black Calf Wingtip Derby Shoes crafted from premium leather with Goodyear welted sole, chisel toe, and Argentinian leather outsole. Stylish, durable & perfect for refined everyday wear.","Discover the epitome of timeless elegance with our Calf Wingtip Derby Shoe in Chisel Toe. Crafted from the finest premium calf leather, this shoe features a sophisticated wingtip design that exudes class and refinement.",Leather|Handmade,Michigan Black Calf Men’s Goodyear Welted Chisel Toe Luxury Black Derby SFormal Brogue Premium Wingtip Handcrafted Black Derby Shoes Men’s Formal Wingtip Brogues
2b0abb49-dc4b-4249-81f9-e4c783044534,The Minimalist Compression - BLOOD RED,"Buy The Minimalist Compression – Blood Red by Gymbaby – India’s first fade-proof & stretch-proof compression wear. Built with high-performance fabric, lasting prints & an exclusive antihero edge.","Built for the Antiheroes: Prints that last, Fabric that performs, and a price that fits.",High Comfort|Bodyfit,"The Minimalist Compression - BLOOD RED by gymbaby is a premium compression shirt. Truly exclusive, yet won't make you overpay"
fa177b2f-b638-47c3-8622-e5b3995a2d37,BALLARDE (Forest),"Buy BALLARDE (Forest) by Tokike – Handcrafted canvas laptop bag with waterproof lining, metal zippers, and multiple pockets. Elegant, durable, and travel-ready. Made in India.",Ballarde is a combination of two things - rooted culture and international sophistication.,Made in India|Unisex|Hand Made,Ballarde Forest sleeve pouch laptop Forest green Canvas Premium yarn-dyed canvas
fb66597a-b5d5-4769-92af-369e9063b80f,Choco Hazelnut (PACK OF 7),"Buy GOAT Life Choco Hazelnut – high-protein overnight oats with rich chocolate & nutty hazelnut flavor. Each 60g serving packs 17g protein, fiber & prebiotics for a guilt-free, energizing breakfast.","Decadent meets nutritious.
Choco Hazelnut pairs rich chocolate with nutty hazelnut and 17g protein, creating a breakfast you’ll crave daily - without the guilt.",No Preservatives|Vegan|High Protein|No Sugar|Muscle Building,Goat Life aren't your ordinary protein oats; they are a finely crafted blend of only the finest natural ingredients.
5d6b4b78-b049-4658-b4cf-cf36ad347fb1,Hell Forged Men’s Compression Jacket,"Step into your armor. The Hell Forged Men’s Compression Jacket blends exclusive prints, high-performance compression fabric, and antihero energy - only at Toastd.","Performance fabric, bold prints, and an edge that never fades. This isn’t just compression wear — it’s your armor.",High Comfort|Bodyfit,"Performance fabric, bold prints, and an edge that never fades. This isn’t just compression wear — it’s your armor."
f25a3172-5969-4c46-9771-744667febcab,ACID WASHED SWEATPANTS,"Buy Acid Washed Sweatpants by Ctrl+P – crafted from 100% cotton fleece with a heavy 330 GSM weight. Featuring a bold acid wash finish, relaxed unisex fit, and premium comfort with edgy style.","With a distinctive acid wash finish, these sweatpants effortlessly marry edgy style with cozy functionality.",Oversized fit|330 GSM,"Our Acid Wash Sweatpants, a bold and contemporary addition to your loungewear collection, boasting a substantial 330 GSM weight for unparalleled comfort and durability"
db0cd789-3a60-4b03-80df-d9d36464936f,Heart Necklace,"Shine with love every day! The Heart Necklace is tarnish-free, waterproof, and hypoallergenic - crafted to stay beautiful and gentle on your skin.",The Heart Necklace isn’t just jewelry - t’s a statement of love you can wear every day.,Non-Basic Bling,Lynn Adjustable minimal ring 316L stainless steel PVD-plated tarnish-resistant Waterproof sweatproof metal Hypoallergenic fashion
70867df2-d77a-40a6-b62d-1d749d0985cc,ASTRA FIDGET RING,"Buy Grytt ASTRA Fidget Ring – crafted from recycled 316L stainless steel with rhodium vermeil. A stylish, soothing ring designed for focus and calm. Waterproof, anti-tarnish & perfect for everyday wear.","The ASTRA Fidget Ring was inspired by the need for focus and calm in a fast-paced world, combining style with a soothing design.",Jewellery|Aesthetic,men jewellery gold grytt mens accessory ring rings
1dfabed0-3fc3-494a-99bd-b9db8d39f37c,Pink Promise Charm Necklace,"Buy Pink Promise Charm Necklace made with premium 316L stainless steel and PVD plating. Tarnish-free, waterproof, and safe for sensitive skin - wear it every day!",Turn heads and steal hearts with the Pink Promise Charm Necklace - where bold meets beautiful.,Non-Basic Bling,Pink Promise Charm pendant necklace 316L stainless steel PVD-plated jewelry Cute daily wear charm
0a72ba93-2a66-4c0b-a6b5-2b093c36bf32,Kridha Red Sandalwood Body Lotion – Deep Hydration & Radiance for Glowing Skin,"Nourish your skin with Kridha Red Sandalwood Body Lotion. Infused with red sandalwood, aloe vera, shea butter & vitamin E to soothe, brighten, and deeply hydrate for soft, radiant skin.","Known for its skin-brightening, anti-inflammatory, and deep-moisturizing properties, red sandalwood helps restore your skin’s natural glow while soothing irritation and dryness.",Skincare|Hyderation|Ayurveda,Red Sandalwood Ayurvedic Natural Organic Herbal Sandalwood Moisturizing Hydrating Brightening Soothing Anti-Inflammatory
ab0f3af9-106c-4f01-bf72-0d3aa5fc918c,Asahi -The Sun,"Buy Asahi - The Sun by Okami – a luminous fresh-floral pure parfum with hibiscus, passionfruit & vanilla orchid. Long-lasting (8–10 hrs), radiant & perfect for summer, relaxed days & new beginnings.","Asahi – The Sun glows with warm mandarin, neroli, and soft woods. Radiant, bright, and full of new beginnings.",Premium Ingredients |Unisex,"Asahi the sun is a bright, fruity, and floral fragrance ideal for summer, relaxed days, and moments when you want a fresh boost."
5c76ed44-4f94-49e0-afd0-e031a19e9f78,DIY Wine Making Kit [Make upto 50 Ltrs of wine],"Buy Chefling Winechef DIY Wine Making Kit. Simple, reusable & safe. Make up to 50 bottles of organic wine at home with BPA-free, food-grade canister!",Making perfect homemade organic flavourful wine is much easier with the Chefling’s winechef Wine Making Kit.,Shark Tank India|DIY Kit,DIY Home Wine-Brewing Organic Fruit Wine Fermentation Beginner Wine-Making Starter Canister Homebrew Wine Kit
063a5461-f280-42a8-89b4-e90a10b1ccfa,BLOND MIRROR,"Buy Reawaken Theory Blond Mirror – a 16x16 inch handcrafted frame with epoxy resin and 12x12 inch mirror, inspired by Frank Ocean’s Blonde album. Hand-cut, hand-sanded, and safely packed for secure delivery.",Handcrafted Blond Mirror inspired by Frank Ocean's Blonde album.,Aesthetic,"Inspired by Frank Ocean’s iconic Blonde, now mirrored in your space."
d2594806-09b1-42de-baed-837fcd8af3d6,Garuda Tech Tool Roll,"Buy Garuda Tech Tool Roll – Rugged, water-resistant cotton twill with 4 compartments for tech & grooming essentials. Military-inspired design with PU satin interior, DTF print & buckle closure. Made in India for everyday adventurers.",We present the Garuda Tech Tool Roll.  A Traveller seeking organiser for your overnight essentials.,Portable,Garuda Travel Military-Inspired Tool Roll Tech Accessory Grooming Essentials Roll Overnight Essentials  Portable Tool Storage Compact Travel Organizer
98e03f25-eed0-4428-aa22-90177d89e5cd,Mario Block Rug,"Buy Mario Block Rug – Made with 100% New Zealand Wool, 4000 GSM, and hand tufted in cut & loop pile style. Inspired by classic gaming, this rug is ultra-soft, child-friendly, and perfect for playful or themed spaces.",Made from soft New Zealand wool - bring home comfort with a playful mario twist.,Aesthetic|Pet Friendly|Rugs|Child Friendly,Mario Block Super Mario Question Block Gaming Icon Retro Gaming Video Game Themed Handmade Gaming Custom Gaming Arcade Game Pixel Art
51df7db0-fd7e-4708-b083-3265827c5f1a,India's Most Effective Portable Air Purifier (Sky Blue),"Buy Atovio Pebble Air Purifier and eliminate 90% of airborne pollutants. Personal, portable, filter-free, maintenance-free. Turbo mode & IIT Kanpur tested technology.",This isn't just a gadget - it's your personal air guardian.,Made in India|Immunity Booster|Air Purifier,portable personal Wearable air purifier sky blue Lightweight wearable Silent compact
95fcfbea-f7b3-479c-a31e-ebfde9e556d1,Handmade Brown Suede Leather Belt,"Buy handmade brown suede leather belt by Kozasko, crafted from Argentinian suede with nubuck lining, Coats thread, and brass buckle. Durable, stylish & perfect for casual wear.","Introducing Kozasko’s Argentinian Luxury Brown Suede Leather Belts, meticulously crafted for unmatched elegance and durability.",Leather|Handmade,Brown Luxury suede belt for men Argentinian Handmade suede Premium nubuck-lined belt Antique-look brass fashion
f630639c-0f83-498e-9635-ce6f9901a4ed,Hivado Light & Bright Sunscreen,"Buy Hivado Light & Bright Sunscreen SPF 50+—non-greasy hydration with Mimiskin™, UVA/UVB protection, and defense against pollution. Specially crafted for men’s thicker skin and suitable for all skin types.",Protects skin from pollution and urban stress. SPF 50+ shields against UVA and UVB rays.,UV Protection|SPF 50,"Light & Bright SPF 50+ Men's lightweight Daily sunscreen for men UVA UVB rays Lightweight, non-greasy sunscreen No whitecast"
500df2f6-c8a1-4af7-abba-52f021155594,Travel Series - Coffee Concentrate,"Buy Brown Rush Coffee Travel Series Concentrate – 100% Arabica, preservative-free, 9-month shelf life. Enjoy rich, on-the-go coffee anytime with bold flavor in every drop.","Brown Rush Coffee’s Travel Series Coffee Concentrate is your go-to brew, crafted from 100% Arabica beans and designed to be your perfect travel companion.",Portable|Homegrown Brand|Specialty Graded Coffee,"Travel Series Coffee 100% Arabica coffee Medium roast concentrate bottle Ready-to-brew Long-lasting shelf-stable coffee No preservatives, 9-month shelf life"
a704283c-c246-47d4-84f2-8bd40db665cd,RUSTWOOD FLANNEL SHIRT,"Buy Rustwood Flannel Shirt by Ctrl+P – crafted with rugged corduroy and soft cotton flannel. Features an oversized fit, raw edges, patchwork design, and distressed details for a bold streetwear vibe.","The Rustwood flannel fuses rugged corduroy with classic flannel, creating a bold, vintage-inspired streetwear staple.",Oversized fit,Crafted from rugged corduroy and soft cotton flannel for comfort and durability.
0dc9fc0c-d519-4c72-8bff-0776358badee,Kaze -The Wind,"Buy Kaze — The Wind by Okami – a graceful fruity-floral pure parfum with pear, melon, freesia & amber. Long-lasting (8–10 hrs), crisp & uplifting—perfect for office wear, gatherings & everyday elegance.","Umi is fresh, clean, and made for light, effortless days.
Kaze – The Wind is a weightless, airy blend of citrus, green tea, and driftwood. Crisp, uplifting, and quietly powerful.",Premium Ingredients |Unisex,"Kaze the wind is fluid, graceful - a moment held in the wind
A soft, smooth blend of fruit and floral notes that works well for office settings, meetings, friends’ gatherings, and daily use."
5bb3d43f-9e46-4896-9fe9-89781aff2574,DIY Cotton Candy Kit,"Bring the carnival home with this all-in-one cotton candy kit! Easy to use and perfect for parties, family nights, or a sweet treat anytime. Create colorful, melt-in-your-mouth cotton candy in minutes.","Create fluffy, colorful cotton candy in minutes with this easy DIY kit – perfect for parties, family fun, or sweet cravings anytime.",DIY Kit,DIY cotton candy kit sweet cloud candies  Beginner-friendly gift idea
6708af04-aaae-4c59-8966-c8e1c67c239f,Brown Rush Starter Pack,"Buy Brown Rush Coffee Concentrate Starter Pack – 200ml each of Arabica, Robusta, and 80/20 blend. Three bold personalities, one unforgettable coffee experience. Perfect for flavor explorers!",This coffee concentrate starter pack is like a rock band with three distinct personalities.,Portable|Homegrown Brand|Specialty Graded Coffee,Starter Pack Coffee concentrate trio Robusta–Arabica–80-20 blend Cold brew concentrate sampler Highlights Bold Robusta concentrate Smooth Arabica essence Balanced 80-20 blend
269a7ddd-b120-4e0d-b715-96ef9d5866a7,India's Most Effective Portable Air Purifier (Moonlight Black),"Buy Atovio Pebble Air Purifier and eliminate 90% of airborne pollutants. Personal, portable, filter-free, maintenance-free. Turbo mode & IIT Kanpur tested technology.",This isn't just a gadget - it's your personal air guardian.,Made in India|Immunity Booster|Air Purifier,portable personal Wearable air purifier Moonlight Black Lightweight wearable Silent compact
d3d091d1-45d3-4667-b1b0-977d6f3218c9,POCKET CLUSTER HOBO BAG - Brown,"Buy Pocket Cluster Hobo Bag in Brown – Spacious, eco-conscious hobo bag with 14” laptop compartment, smart pockets & luggage strap. Made from upcycled cotton for sustainable style.","The Pocket Cluster you love, now in a Laptop Hobo! More room, more pockets, more upcycled magic - because your essentials deserve better.",Recycled Materials,"Pocket Cluster Upcycled tote Laptop hobo Multi-pocket eco hobo bag 12 L capacity Compact laptop-friendly hobo Sustainable, zero-waste cotton Recycled thread, trims, zippers"
d8bd8a60-93b7-460a-9904-8e04f8e6a85c,Almond Kulfi (PACK OF 7),"Buy GOAT Life Almond Kulfi – high-protein overnight oats inspired by classic kulfi. Each 75g serving packs 27g whey protein, rich almond flavor, fiber & prebiotics for a nostalgic, nutritious breakfast.","Desi dessert vibes with serious protein.
Inspired by the classic kulfi, this flavor brings the richness of almonds and Indian spices with 27g protein in every spoonful.",No Preservatives|Vegan|High Protein|No Sugar|Muscle Building,Goat Life aren't your ordinary protein oats; they are a finely crafted blend of only the finest natural ingredients.
